Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Year,Quarter_num,fatality_rate,injury_rate,year,period
Q4 2020,Abia,30,146,31,37.0,19.0,0.0,0.0,0.0,18.0,2020.0,4.0,1.033,4.867,,
Q4 2020,Adamawa,77,234,36,94.0,57.0,0.0,0.0,0.0,37.0,2020.0,4.0,0.468,3.039,,
Q4 2020,Akwa Ibom,22,28,7,24.0,15.0,0.0,0.0,1.0,8.0,2020.0,4.0,0.318,1.273,,
Q4 2020,Anambra,72,152,20,83.0,43.0,1.0,0.0,0.0,39.0,2020.0,4.0,0.278,2.111,,
Q4 2020,Bauchi,154,685,90,140.0,74.0,0.0,0.0,0.0,66.0,2020.0,4.0,0.584,4.448,,
Q4 2020,Bayelsa,1,3,0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,4.0,0.0,3.0,,
Q4 2020,Benue,77,177,25,81.0,81.0,0.0,0.0,0.0,0.0,2020.0,4.0,0.325,2.299,,
Q4 2020,Borno,25,67,16,18.0,11.0,0.0,0.0,0.0,7.0,2020.0,4.0,0.64,2.68,,
Q4 2020,Cross River,33,65,11,39.0,23.0,0.0,0.0,0.0,16.0,2020.0,4.0,0.333,1.97,,
Q4 2020,Delta,67,182,36,111.0,70.0,0.0,0.0,0.0,41.0,2020.0,4.0,0.537,2.716,,
Q4 2020,Ebonyi,27,82,11,29.0,9.0,0.0,0.0,0.0,20.0,2020.0,4.0,0.407,3.037,,
Q4 2020,Edo,55,118,32,102.0,77.0,0.0,0.0,0.0,25.0,2020.0,4.0,0.582,2.145,,
Q4 2020,Ekiti,30,71,9,46.0,23.0,1.0,0.0,0.0,22.0,2020.0,4.0,0.3,2.367,,
Q4 2020,Enugu,44,116,30,48.0,10.0,0.0,0.0,0.0,38.0,2020.0,4.0,0.682,2.636,,
Q4 2020,Fct,312,572,90,480.0,284.0,1.0,0.0,2.0,193.0,2020.0,4.0,0.288,1.833,,
Q4 2020,Gombe,70,231,26,84.0,59.0,0.0,0.0,0.0,25.0,2020.0,4.0,0.371,3.3,,
Q4 2020,Imo,31,91,15,24.0,11.0,0.0,0.0,0.0,13.0,2020.0,4.0,0.484,2.935,,
Q4 2020,Jigawa,92,318,64,177.0,118.0,0.0,0.0,0.0,59.0,2020.0,4.0,0.696,3.457,,
Q4 2020,Kaduna,281,1010,224,363.0,194.0,0.0,0.0,0.0,169.0,2020.0,4.0,0.797,3.594,,
Q4 2020,Kano,102,499,194,130.0,90.0,0.0,0.0,2.0,38.0,2020.0,4.0,1.902,4.892,,
Q4 2020,Katsina,77,277,39,107.0,80.0,0.0,0.0,0.0,27.0,2020.0,4.0,0.506,3.597,,
Q4 2020,Kebbi,58,222,56,64.0,45.0,0.0,0.0,0.0,19.0,2020.0,4.0,0.966,3.828,,
Q4 2020,Kogi,122,335,55,178.0,91.0,1.0,0.0,1.0,85.0,2020.0,4.0,0.451,2.746,,
Q4 2020,Kwara,102,313,60,163.0,105.0,0.0,0.0,0.0,58.0,2020.0,4.0,0.588,3.069,,
Q4 2020,Lagos,113,181,21,114.0,46.0,1.0,0.0,3.0,64.0,2020.0,4.0,0.186,1.602,,
Q4 2020,Nasarawa,200,513,65,271.0,114.0,0.0,0.0,0.0,157.0,2020.0,4.0,0.325,2.565,,
Q4 2020,Niger,110,347,91,126.0,102.0,0.0,0.0,0.0,24.0,2020.0,4.0,0.827,3.155,,
Q4 2020,Ogun,279,548,83,377.0,254.0,0.0,0.0,0.0,123.0,2020.0,4.0,0.297,1.964,,
Q4 2020,Ondo,114,320,84,155.0,107.0,0.0,0.0,1.0,47.0,2020.0,4.0,0.737,2.807,,
Q4 2020,Osun,109,292,52,143.0,93.0,0.0,0.0,0.0,50.0,2020.0,4.0,0.477,2.679,,
Q4 2020,Oyo,155,385,68,209.0,128.0,0.0,0.0,4.0,77.0,2020.0,4.0,0.439,2.484,,
Q4 2020,Plateau,45,123,17,48.0,18.0,2.0,0.0,0.0,28.0,2020.0,4.0,0.378,2.733,,
Q4 2020,Rivers,25,77,6,29.0,19.0,0.0,0.0,0.0,10.0,2020.0,4.0,0.24,3.08,,
Q4 2020,Sokoto,32,138,47,60.0,49.0,0.0,0.0,0.0,11.0,2020.0,4.0,1.469,4.312,,
Q4 2020,Taraba,59,149,7,92.0,57.0,0.0,0.0,0.0,35.0,2020.0,4.0,0.119,2.525,,
Q4 2020,Yobe,56,383,60,53.0,28.0,0.0,0.0,0.0,25.0,2020.0,4.0,1.071,6.839,,
Q4 2020,Zamfara,55,252,40,72.0,40.0,0.0,0.0,0.0,32.0,2020.0,4.0,0.727,4.582,,
Q1 2021,Abia,44,119,35,36.0,7.0,0.0,0.0,0.0,29.0,2021.0,1.0,0.795,2.705,,
Q1 2021,Adamawa,84,251,21,110.0,60.0,0.0,0.0,0.0,50.0,2021.0,1.0,0.25,2.988,,
Q1 2021,Akwa Ibom,22,35,12,24.0,15.0,0.0,0.0,0.0,9.0,2021.0,1.0,0.545,1.591,,
Q1 2021,Anambra,80,147,9,109.0,59.0,0.0,0.0,0.0,50.0,2021.0,1.0,0.112,1.838,,
Q1 2021,Bauchi,131,634,115,153.0,77.0,0.0,0.0,0.0,76.0,2021.0,1.0,0.878,4.84,,
Q1 2021,Bayelsa,7,15,0,9.0,7.0,0.0,1.0,0.0,1.0,2021.0,1.0,0.0,2.143,,
Q1 2021,Benue,52,123,15,54.0,46.0,0.0,0.0,0.0,8.0,2021.0,1.0,0.288,2.365,,
Q1 2021,Borno,31,78,24,46.0,31.0,0.0,0.0,0.0,15.0,2021.0,1.0,0.774,2.516,,
Q1 2021,Cross River,25,50,30,31.0,17.0,0.0,0.0,0.0,14.0,2021.0,1.0,1.2,2.0,,
Q1 2021,Delta,71,196,51,108.0,68.0,0.0,0.0,0.0,40.0,2021.0,1.0,0.718,2.761,,
Q1 2021,Ebonyi,31,121,27,32.0,13.0,0.0,0.0,0.0,19.0,2021.0,1.0,0.871,3.903,,
Q1 2021,Edo,56,140,51,89.0,68.0,0.0,0.0,0.0,21.0,2021.0,1.0,0.911,2.5,,
Q1 2021,Ekiti,31,101,13,41.0,29.0,1.0,0.0,0.0,11.0,2021.0,1.0,0.419,3.258,,
Q1 2021,Enugu,66,222,37,75.0,3.0,0.0,0.0,0.0,72.0,2021.0,1.0,0.561,3.364,,
Q1 2021,Fct,278,518,56,400.0,158.0,1.0,0.0,0.0,241.0,2021.0,1.0,0.201,1.863,,
Q1 2021,Gombe,72,232,31,82.0,33.0,0.0,0.0,0.0,49.0,2021.0,1.0,0.431,3.222,,
Q1 2021,Imo,16,71,17,16.0,5.0,0.0,0.0,0.0,11.0,2021.0,1.0,1.062,4.438,,
Q1 2021,Jigawa,67,264,35,132.0,82.0,0.0,0.0,1.0,49.0,2021.0,1.0,0.522,3.94,,
Q1 2021,Kaduna,256,1149,196,368.0,211.0,0.0,0.0,7.0,150.0,2021.0,1.0,0.766,4.488,,
Q1 2021,Kano,137,604,100,184.0,110.0,0.0,0.0,3.0,71.0,2021.0,1.0,0.73,4.409,,
Q1 2021,Katsina,71,287,29,93.0,74.0,0.0,0.0,0.0,19.0,2021.0,1.0,0.408,4.042,,
Q1 2021,Kebbi,44,139,21,47.0,38.0,0.0,0.0,0.0,9.0,2021.0,1.0,0.477,3.159,,
Q1 2021,Kogi,143,425,94,216.0,105.0,1.0,0.0,0.0,110.0,2021.0,1.0,0.657,2.972,,
Q1 2021,Kwara,100,369,69,163.0,91.0,0.0,0.0,0.0,72.0,2021.0,1.0,0.69,3.69,,
Q1 2021,Lagos,151,243,26,152.0,85.0,0.0,0.0,2.0,65.0,2021.0,1.0,0.172,1.609,,
Q1 2021,Nasarawa,176,452,77,218.0,75.0,1.0,0.0,1.0,141.0,2021.0,1.0,0.438,2.568,,
Q1 2021,Niger,108,492,93,171.0,128.0,0.0,0.0,2.0,41.0,2021.0,1.0,0.861,4.556,,
Q1 2021,Ogun,299,670,82,407.0,270.0,0.0,0.0,0.0,137.0,2021.0,1.0,0.274,2.241,,
Q1 2021,Ondo,115,290,43,152.0,96.0,0.0,0.0,2.0,54.0,2021.0,1.0,0.374,2.522,,
Q1 2021,Osun,105,317,43,132.0,78.0,0.0,0.0,3.0,51.0,2021.0,1.0,0.41,3.019,,
Q1 2021,Oyo,176,399,103,222.0,129.0,0.0,2.0,1.0,90.0,2021.0,1.0,0.585,2.267,,
Q1 2021,Plateau,48,130,15,51.0,15.0,0.0,0.0,0.0,36.0,2021.0,1.0,0.312,2.708,,
Q1 2021,Rivers,21,54,4,22.0,12.0,0.0,0.0,0.0,10.0,2021.0,1.0,0.19,2.571,,
Q1 2021,Sokoto,37,119,33,57.0,46.0,0.0,0.0,0.0,11.0,2021.0,1.0,0.892,3.216,,
Q1 2021,Taraba,67,213,12,104.0,31.0,0.0,0.0,0.0,73.0,2021.0,1.0,0.179,3.179,,
Q1 2021,Yobe,42,235,35,51.0,28.0,0.0,0.0,0.0,23.0,2021.0,1.0,0.833,5.595,,
Q1 2021,Zamfara,41,153,14,47.0,29.0,0.0,0.0,0.0,18.0,2021.0,1.0,0.341,3.732,,
Q2 2021,Abia,21,69,19,32.0,20.0,0.0,0.0,0.0,12.0,2021.0,2.0,0.905,3.286,,
Q2 2021,Adamawa,90,280,21,107.0,70.0,0.0,0.0,0.0,37.0,2021.0,2.0,0.233,3.111,,
Q2 2021,Akwa Ibom,16,32,10,17.0,10.0,0.0,0.0,0.0,7.0,2021.0,2.0,0.625,2.0,,
Q2 2021,Anambra,66,138,18,100.0,37.0,0.0,0.0,0.0,63.0,2021.0,2.0,0.273,2.091,,
Q2 2021,Bauchi,105,418,46,112.0,55.0,0.0,0.0,0.0,57.0,2021.0,2.0,0.438,3.981,,
Q2 2021,Bayelsa,10,19,3,10.0,5.0,0.0,0.0,0.0,5.0,2021.0,2.0,0.3,1.9,,
Q2 2021,Benue,69,170,19,69.0,63.0,0.0,0.0,0.0,6.0,2021.0,2.0,0.275,2.464,,
Q2 2021,Borno,17,65,4,24.0,7.0,0.0,0.0,0.0,17.0,2021.0,2.0,0.235,3.824,,
Q2 2021,Cross River,29,74,5,34.0,17.0,0.0,0.0,0.0,17.0,2021.0,2.0,0.172,2.552,,
Q2 2021,Delta,41,136,16,72.0,46.0,0.0,0.0,0.0,26.0,2021.0,2.0,0.39,3.317,,
Q2 2021,Ebonyi,29,82,15,35.0,20.0,0.0,0.0,0.0,15.0,2021.0,2.0,0.517,2.828,,
Q2 2021,Edo,58,154,34,81.0,61.0,0.0,0.0,0.0,20.0,2021.0,2.0,0.586,2.655,,
Q2 2021,Ekiti,41,98,20,60.0,39.0,0.0,0.0,0.0,21.0,2021.0,2.0,0.488,2.39,,
Q2 2021,Enugu,66,157,22,78.0,8.0,0.0,0.0,0.0,70.0,2021.0,2.0,0.333,2.379,,
Q2 2021,Fct,252,483,37,356.0,135.0,2.0,0.0,0.0,219.0,2021.0,2.0,0.147,1.917,,
Q2 2021,Gombe,93,239,28,107.0,40.0,0.0,0.0,0.0,67.0,2021.0,2.0,0.301,2.57,,
Q2 2021,Imo,23,64,14,24.0,6.0,0.0,0.0,0.0,18.0,2021.0,2.0,0.609,2.783,,
Q2 2021,Jigawa,63,370,46,120.0,74.0,0.0,0.0,1.0,45.0,2021.0,2.0,0.73,5.873,,
Q2 2021,Kaduna,222,837,217,299.0,179.0,0.0,0.0,5.0,115.0,2021.0,2.0,0.977,3.77,,
Q2 2021,Kano,70,286,57,87.0,56.0,0.0,0.0,0.0,31.0,2021.0,2.0,0.814,4.086,,
Q2 2021,Katsina,39,148,40,58.0,40.0,0.0,0.0,0.0,18.0,2021.0,2.0,1.026,3.795,,
Q2 2021,Kebbi,53,130,4,55.0,41.0,1.0,0.0,0.0,13.0,2021.0,2.0,0.075,2.453,,
Q2 2021,Kogi,97,246,25,139.0,56.0,0.0,0.0,0.0,83.0,2021.0,2.0,0.258,2.536,,
Q2 2021,Kwara,108,368,80,144.0,64.0,2.0,0.0,0.0,78.0,2021.0,2.0,0.741,3.407,,
Q2 2021,Lagos,145,266,47,146.0,75.0,0.0,0.0,3.0,68.0,2021.0,2.0,0.324,1.834,,
Q2 2021,Nasarawa,242,600,53,286.0,107.0,2.0,0.0,0.0,177.0,2021.0,2.0,0.219,2.479,,
Q2 2021,Niger,148,516,103,194.0,114.0,0.0,0.0,18.0,62.0,2021.0,2.0,0.696,3.486,,
Q2 2021,Ogun,337,637,121,343.0,293.0,1.0,0.0,0.0,49.0,2021.0,2.0,0.359,1.89,,
Q2 2021,Ondo,114,299,47,148.0,90.0,2.0,0.0,1.0,55.0,2021.0,2.0,0.412,2.623,,
Q2 2021,Osun,87,250,52,112.0,61.0,0.0,0.0,3.0,48.0,2021.0,2.0,0.598,2.874,,
Q2 2021,Oyo,152,400,85,181.0,107.0,0.0,0.0,5.0,69.0,2021.0,2.0,0.559,2.632,,
Q2 2021,Plateau,99,283,23,104.0,31.0,0.0,0.0,0.0,73.0,2021.0,2.0,0.232,2.859,,
Q2 2021,Rivers,26,65,6,29.0,13.0,0.0,0.0,0.0,16.0,2021.0,2.0,0.231,2.5,,
Q2 2021,Sokoto,23,87,37,39.0,35.0,0.0,0.0,0.0,4.0,2021.0,2.0,1.609,3.783,,
Q2 2021,Taraba,56,171,12,77.0,28.0,0.0,0.0,0.0,49.0,2021.0,2.0,0.214,3.054,,
Q2 2021,Yobe,32,168,17,47.0,24.0,0.0,0.0,0.0,23.0,2021.0,2.0,0.531,5.25,,
Q2 2021,Zamfara,46,213,50,57.0,35.0,0.0,0.0,0.0,22.0,2021.0,2.0,1.087,4.63,,
Q3 2021,Abia,20,62,11,24.0,1.0,0.0,0.0,4.0,19.0,2021.0,3.0,0.55,3.1,,
Q3 2021,Adamawa,80,208,26,95.0,0.0,0.0,0.0,66.0,29.0,2021.0,3.0,0.325,2.6,,
Q3 2021,Akwa Ibom,13,18,1,15.0,0.0,0.0,0.0,11.0,4.0,2021.0,3.0,0.077,1.385,,
Q3 2021,Anambra,62,142,17,146.0,3.0,0.0,0.0,20.0,123.0,2021.0,3.0,0.274,2.29,,
Q3 2021,Bauchi,130,627,79,127.0,0.0,1.0,0.0,69.0,57.0,2021.0,3.0,0.608,4.823,,
Q3 2021,Bayelsa,19,23,8,22.0,0.0,0.0,1.0,16.0,5.0,2021.0,3.0,0.421,1.211,,
Q3 2021,Benue,53,159,18,53.0,1.0,0.0,0.0,37.0,15.0,2021.0,3.0,0.34,3.0,,
Q3 2021,Borno,17,110,3,16.0,0.0,0.0,0.0,9.0,7.0,2021.0,3.0,0.176,6.471,,
Q3 2021,Cross River,37,144,15,40.0,0.0,0.0,1.0,24.0,15.0,2021.0,3.0,0.405,3.892,,
Q3 2021,Delta,45,122,23,66.0,0.0,0.0,0.0,30.0,36.0,2021.0,3.0,0.511,2.711,,
Q3 2021,Ebonyi,34,100,18,35.0,0.0,0.0,0.0,19.0,16.0,2021.0,3.0,0.529,2.941,,
Q3 2021,Edo,66,158,33,98.0,0.0,0.0,0.0,68.0,30.0,2021.0,3.0,0.5,2.394,,
Q3 2021,Ekiti,44,127,10,60.0,1.0,0.0,0.0,30.0,29.0,2021.0,3.0,0.227,2.886,,
Q3 2021,Enugu,97,270,28,100.0,0.0,0.0,0.0,45.0,55.0,2021.0,3.0,0.289,2.784,,
Q3 2021,Fct,307,562,57,436.0,0.0,0.0,2.0,260.0,174.0,2021.0,3.0,0.186,1.831,,
Q3 2021,Gombe,73,218,13,83.0,1.0,0.0,0.0,38.0,44.0,2021.0,3.0,0.178,2.986,,
Q3 2021,Imo,27,85,16,27.0,1.0,0.0,0.0,10.0,16.0,2021.0,3.0,0.593,3.148,,
Q3 2021,Jigawa,94,312,65,137.0,0.0,2.0,0.0,89.0,46.0,2021.0,3.0,0.691,3.319,,
Q3 2021,Kaduna,174,684,144,201.0,0.0,0.0,1.0,118.0,82.0,2021.0,3.0,0.828,3.931,,
Q3 2021,Kano,32,131,53,33.0,0.0,0.0,0.0,16.0,17.0,2021.0,3.0,1.656,4.094,,
Q3 2021,Katsina,18,98,33,27.0,0.0,0.0,0.0,21.0,6.0,2021.0,3.0,1.833,5.444,,
Q3 2021,Kebbi,54,159,59,58.0,0.0,0.0,1.0,41.0,16.0,2021.0,3.0,1.093,2.944,,
Q3 2021,Kogi,95,280,42,137.0,0.0,0.0,1.0,72.0,64.0,2021.0,3.0,0.442,2.947,,
Q3 2021,Kwara,78,255,21,108.0,0.0,0.0,0.0,65.0,43.0,2021.0,3.0,0.269,3.269,,
Q3 2021,Lagos,141,233,41,144.0,0.0,1.0,2.0,71.0,70.0,2021.0,3.0,0.291,1.652,,
Q3 2021,Nasarawa,212,535,33,265.0,0.0,0.0,0.0,126.0,139.0,2021.0,3.0,0.156,2.524,,
Q3 2021,Niger,219,577,150,273.0,0.0,0.0,25.0,162.0,86.0,2021.0,3.0,0.685,2.635,,
Q3 2021,Ogun,299,618,98,312.0,2.0,0.0,0.0,253.0,57.0,2021.0,3.0,0.328,2.067,,
Q3 2021,Ondo,96,251,51,113.0,0.0,0.0,0.0,72.0,41.0,2021.0,3.0,0.531,2.615,,
Q3 2021,Osun,105,324,82,134.0,0.0,0.0,0.0,78.0,56.0,2021.0,3.0,0.781,3.086,,
Q3 2021,Oyo,137,344,58,159.0,0.0,0.0,4.0,88.0,67.0,2021.0,3.0,0.423,2.511,,
Q3 2021,Plateau,77,249,25,77.0,0.0,0.0,0.0,23.0,54.0,2021.0,3.0,0.325,3.234,,
Q3 2021,Rivers,31,88,23,36.0,0.0,0.0,0.0,16.0,20.0,2021.0,3.0,0.742,2.839,,
Q3 2021,Sokoto,27,78,15,34.0,0.0,0.0,0.0,26.0,8.0,2021.0,3.0,0.556,2.889,,
Q3 2021,Taraba,45,128,3,66.0,0.0,0.0,0.0,18.0,48.0,2021.0,3.0,0.067,2.844,,
Q3 2021,Yobe,55,292,41,66.0,0.0,0.0,0.0,33.0,33.0,2021.0,3.0,0.745,5.309,,
Q3 2021,Zamfara,21,56,19,21.0,0.0,0.0,0.0,9.0,12.0,2021.0,3.0,0.905,2.667,,
Q4 2021,Abia,21,57,3,27.0,0.0,0.0,2.0,8.0,17.0,2021.0,4.0,0.143,2.714,,
Q4 2021,Adamawa,76,191,25,92.0,0.0,0.0,0.0,62.0,30.0,2021.0,4.0,0.329,2.513,,
Q4 2021,Akwa Ibom,22,39,10,23.0,0.0,0.0,0.0,12.0,11.0,2021.0,4.0,0.455,1.773,,
Q4 2021,Anambra,59,156,45,64.0,1.0,0.0,1.0,24.0,38.0,2021.0,4.0,0.763,2.644,,
Q4 2021,Bauchi,217,882,156,247.0,0.0,0.0,1.0,124.0,122.0,2021.0,4.0,0.719,4.065,,
Q4 2021,Bayelsa,12,37,24,19.0,0.0,0.0,0.0,16.0,3.0,2021.0,4.0,2.0,3.083,,
Q4 2021,Benue,53,123,9,51.0,1.0,0.0,0.0,34.0,16.0,2021.0,4.0,0.17,2.321,,
Q4 2021,Borno,21,70,5,21.0,0.0,0.0,0.0,13.0,8.0,2021.0,4.0,0.238,3.333,,
Q4 2021,Cross River,54,133,20,70.0,0.0,0.0,0.0,48.0,22.0,2021.0,4.0,0.37,2.463,,
Q4 2021,Delta,58,172,30,71.0,0.0,0.0,0.0,29.0,42.0,2021.0,4.0,0.517,2.966,,
Q4 2021,Ebonyi,30,87,29,33.0,0.0,0.0,0.0,16.0,17.0,2021.0,4.0,0.967,2.9,,
Q4 2021,Edo,63,125,40,87.0,0.0,0.0,0.0,61.0,26.0,2021.0,4.0,0.635,1.984,,
Q4 2021,Ekiti,27,62,5,38.0,0.0,0.0,0.0,18.0,20.0,2021.0,4.0,0.185,2.296,,
Q4 2021,Enugu,56,134,21,63.0,0.0,0.0,0.0,24.0,39.0,2021.0,4.0,0.375,2.393,,
Q4 2021,Fct,280,621,66,328.0,0.0,0.0,0.0,172.0,156.0,2021.0,4.0,0.236,2.218,,
Q4 2021,Gombe,90,256,30,112.0,0.0,0.0,0.0,44.0,68.0,2021.0,4.0,0.333,2.844,,
Q4 2021,Imo,37,130,22,38.0,0.0,0.0,0.0,20.0,18.0,2021.0,4.0,0.595,3.514,,
Q4 2021,Jigawa,129,510,62,221.0,0.0,0.0,0.0,142.0,79.0,2021.0,4.0,0.481,3.953,,
Q4 2021,Kaduna,177,691,120,188.0,0.0,0.0,5.0,121.0,62.0,2021.0,4.0,0.678,3.904,,
Q4 2021,Kano,40,190,40,51.0,0.0,0.0,0.0,30.0,21.0,2021.0,4.0,1.0,4.75,,
Q4 2021,Katsina,10,38,13,17.0,0.0,0.0,0.0,11.0,6.0,2021.0,4.0,1.3,3.8,,
Q4 2021,Kebbi,62,248,28,64.0,0.0,0.0,0.0,47.0,17.0,2021.0,4.0,0.452,4.0,,
Q4 2021,Kogi,137,428,68,232.0,1.0,0.0,0.0,105.0,126.0,2021.0,4.0,0.496,3.124,,
Q4 2021,Kwara,108,365,76,136.0,0.0,0.0,0.0,64.0,72.0,2021.0,4.0,0.704,3.38,,
Q4 2021,Lagos,159,262,43,156.0,2.0,0.0,3.0,84.0,67.0,2021.0,4.0,0.27,1.648,,
Q4 2021,Nasarawa,263,686,59,301.0,3.0,0.0,0.0,92.0,206.0,2021.0,4.0,0.224,2.608,,
Q4 2021,Niger,180,759,108,225.0,0.0,0.0,3.0,154.0,68.0,2021.0,4.0,0.6,4.217,,
Q4 2021,Ogun,286,633,129,299.0,0.0,0.0,0.0,239.0,60.0,2021.0,4.0,0.451,2.213,,
Q4 2021,Ondo,134,247,62,162.0,0.0,0.0,2.0,95.0,65.0,2021.0,4.0,0.463,1.843,,
Q4 2021,Osun,107,302,63,134.0,0.0,0.0,0.0,73.0,61.0,2021.0,4.0,0.589,2.822,,
Q4 2021,Oyo,163,494,93,185.0,1.0,0.0,5.0,101.0,78.0,2021.0,4.0,0.571,3.031,,
Q4 2021,Plateau,74,261,34,80.0,2.0,0.0,0.0,31.0,47.0,2021.0,4.0,0.459,3.527,,
Q4 2021,Rivers,27,135,23,37.0,0.0,0.0,0.0,14.0,23.0,2021.0,4.0,0.852,5.0,,
Q4 2021,Sokoto,35,146,25,65.0,0.0,0.0,0.0,61.0,4.0,2021.0,4.0,0.714,4.171,,
Q4 2021,Taraba,70,178,9,78.0,0.0,0.0,0.0,25.0,53.0,2021.0,4.0,0.129,2.543,,
Q4 2021,Yobe,45,188,25,59.0,0.0,0.0,0.0,29.0,30.0,2021.0,4.0,0.556,4.178,,
Q4 2021,Zamfara,25,135,32,32.0,0.0,0.0,0.0,22.0,10.0,2021.0,4.0,1.28,5.4,,
Q1 2022,Abia,33,144,13,41.0,1.0,0.0,0.0,20.0,20.0,2022.0,1.0,0.394,4.364,,
Q1 2022,Adamawa,79,245,61,101.0,0.0,0.0,0.0,75.0,26.0,2022.0,1.0,0.772,3.101,,
Q1 2022,Akwa Ibom,16,35,7,16.0,0.0,0.0,0.0,12.0,4.0,2022.0,1.0,0.438,2.188,,
Q1 2022,Anambra,38,103,22,46.0,0.0,0.0,1.0,24.0,21.0,2022.0,1.0,0.579,2.711,,
